Key,Source_Code,Source_Name,OMOP_Concept_Id
BodyMeasurement,31000296,体重(kg),4099154
BodyMeasurement,31000297,体重(g),123789
BodyMeasurement,31000298,身長,-2147483648
BodyMeasurement,31000299,胸囲,-2147483648
BodyMeasurement,31000300,腹囲（臍上）,-2147483648
BodyMeasurement,31000301,腹囲,-2147483648
BodyMeasurement,31000901,開口度(mm),-2147483648
BodyMeasurement,31000902,開口度(横指),-2147483648
BodyMeasurement,31001697,体脂肪率,-2147483648
BodyMeasurement,31002749,右上腕周囲,-2147483648
BodyMeasurement,31002750,左上腕周囲,-2147483648
BodyMeasurement,31002751,右前腕周囲,-2147483648
BodyMeasurement,31002752,左前腕周囲,-2147483648
BodyMeasurement,31002753,右大腿周囲,-2147483648
BodyMeasurement,31002754,左大腿周囲,-2147483648
BodyMeasurement,31002755,右下腿周囲,-2147483648
BodyMeasurement,31002756,左下腿周囲,-2147483648
BodyMeasurement,31002900,出生体重,-2147483648
BodyMeasurement,31003020,ＢＭＩ,-2147483648
BodyMeasurement,31003138,標準体重,-2147483648
BodyMeasurement,31003177,肘窩上部１０ｃｍ周囲長（右患側）,-2147483648
BodyMeasurement,31003178,肘窩上部１０ｃｍ周囲長（左患側）,-2147483648
BodyMeasurement,31003179,肘窩上部１０ｃｍ周囲長（患側）,-2147483648
BodyMeasurement,31003180,肘窩上部１０ｃｍ周囲長（右健側）,-2147483648
BodyMeasurement,31003181,肘窩上部１０ｃｍ周囲長（左健側）,-2147483648
BodyMeasurement,31003182,肘窩上部１０ｃｍ周囲長（健側）,-2147483648
BodyMeasurement,31003183,肘窩下部５ｃｍ周囲長（右患側）,-2147483648
BodyMeasurement,31003184,肘窩下部５ｃｍ周囲長（左患側）,-2147483648
BodyMeasurement,31003185,肘窩下部５ｃｍ周囲長（患側）,-2147483648
BodyMeasurement,31003186,肘窩下部５ｃｍ周囲長（右健側）,-2147483648
BodyMeasurement,31003187,肘窩下部５ｃｍ周囲長（左健側）,-2147483648
BodyMeasurement,31003188,肘窩下部５ｃｍ周囲長（健側）,-2147483648
BodyMeasurement,31003189,手関節周囲長（右患側）,-2147483648
BodyMeasurement,31003190,手関節周囲長（左患側）,-2147483648
BodyMeasurement,31003191,手関節周囲長（患側）,-2147483648
BodyMeasurement,31003192,手関節周囲長（右健側）,-2147483648
BodyMeasurement,31003193,手関節周囲長（左健側）,-2147483648
BodyMeasurement,31003194,手関節周囲長（健側）,-2147483648
BodyMeasurement,31003195,ＭＰ関節周囲長（右患側）,-2147483648
BodyMeasurement,31003196,ＭＰ関節周囲長（左患側）,-2147483648
BodyMeasurement,31003197,ＭＰ関節周囲長（患側）,-2147483648
BodyMeasurement,31003198,ＭＰ関節周囲長（右健側）,-2147483648
BodyMeasurement,31003199,ＭＰ関節周囲長（左健側）,-2147483648
BodyMeasurement,31003200,ＭＰ関節周囲長（健側）,-2147483648
BodyMeasurement,31003201,大腿根部周囲長（右患側）,-2147483648
BodyMeasurement,31003202,大腿根部周囲長（左患側）,-2147483648
BodyMeasurement,31003203,大腿根部周囲長（患側）,-2147483648
BodyMeasurement,31003204,大腿根部周囲長（右健側）,-2147483648
BodyMeasurement,31003205,大腿根部周囲長（左健側）,-2147483648
BodyMeasurement,31003206,大腿根部周囲長（健側）,-2147483648
BodyMeasurement,31003207,膝窩上部１０ｃｍ周囲長（右患側）,-2147483648
BodyMeasurement,31003208,膝窩上部１０ｃｍ周囲長（左患側）,-2147483648
BodyMeasurement,31003209,膝窩上部１０ｃｍ周囲長（患側）,-2147483648
BodyMeasurement,31003210,膝窩上部１０ｃｍ周囲長（右健側）,-2147483648
BodyMeasurement,31003211,膝窩上部１０ｃｍ周囲長（左健側）,-2147483648
BodyMeasurement,31003212,膝窩上部１０ｃｍ周囲長（健側）,-2147483648
BodyMeasurement,31003213,膝窩下部５ｃｍ周囲長（右患側）,-2147483648
BodyMeasurement,31003214,膝窩下部５ｃｍ周囲長（左患側）,-2147483648
BodyMeasurement,31003215,膝窩下部５ｃｍ周囲長（患側）,-2147483648
BodyMeasurement,31003216,膝窩下部５ｃｍ周囲長（右健側）,-2147483648
BodyMeasurement,31003217,膝窩下部５ｃｍ周囲長（左健側）,-2147483648
BodyMeasurement,31003218,膝窩下部５ｃｍ周囲長（健側）,-2147483648
BodyMeasurement,31003219,足関節周囲長（右患側）,-2147483648
BodyMeasurement,31003220,足関節周囲長（左患側）,-2147483648
BodyMeasurement,31003221,足関節周囲長（患側）,-2147483648
BodyMeasurement,31003222,足関節周囲長（右健側）,-2147483648
BodyMeasurement,31003223,足関節周囲長（左健側）,-2147483648
BodyMeasurement,31003224,足関節周囲長（健側）,-2147483648
BodyMeasurement,31003225,足背周囲長（右患側）,-2147483648
BodyMeasurement,31003226,足背周囲長（左患側）,-2147483648
BodyMeasurement,31003227,足背周囲長（患側）,-2147483648
BodyMeasurement,31003228,足背周囲長（右健側）,-2147483648
BodyMeasurement,31003229,足背周囲長（左健側）,-2147483648
BodyMeasurement,31003230,足背周囲長（健側）,-2147483648
BodyMeasurement,31003421,上腕周囲長（ＡＣ）,-2147483648
BodyMeasurement,31003422,下腿周囲長（ＣＣ）,-2147483648
BodyMeasurement,31003423,上腕筋囲,-2147483648
BodyMeasurement,31003424,上腕筋面積,-2147483648
BodyMeasurement,31003425,上腕三頭筋部皮下脂肪厚（ＴＳＦ）,-2147483648
BodyMeasurement,31003426,肩甲骨下部皮下脂肪厚（ＳＳＦ）,-2147483648
BodyMeasurement,31003601,肥満度,-2147483648
BodyMeasurement,31003602,ローレル指数,-2147483648
BodyMeasurement,31003603,体重減少率,-2147483648
BodyMeasurement,31003604,体重増加率,-2147483648
BodyMeasurement,31003605,体重変化率,-2147483648
BodyMeasurement,31003607,身長推定値,-2147483648
BodyMeasurement,31003623,肘窩上部１０ｃｍ周囲長（右）,-2147483648
BodyMeasurement,31003624,肘窩上部１０ｃｍ周囲長（左）,-2147483648
BodyMeasurement,31003625,肘窩下部５ｃｍ周囲長（右）,-2147483648
BodyMeasurement,31003626,肘窩下部５ｃｍ周囲長（左）,-2147483648
BodyMeasurement,31003627,手関節周囲長（右）,-2147483648
BodyMeasurement,31003628,手関節周囲長（左）,-2147483648
BodyMeasurement,31003629,ＭＰ関節周囲長（右）,-2147483648
BodyMeasurement,31003630,ＭＰ関節周囲長（左）,-2147483648
BodyMeasurement,31003631,大腿根部周囲長（右）,-2147483648
BodyMeasurement,31003632,大腿根部周囲長（左）,-2147483648
BodyMeasurement,31003633,膝窩上部１０ｃｍ周囲長（右）,-2147483648
BodyMeasurement,31003634,膝窩上部１０ｃｍ周囲長（左）,-2147483648
BodyMeasurement,31003635,膝窩下部５ｃｍ周囲長（右）,-2147483648
BodyMeasurement,31003636,膝窩下部５ｃｍ周囲長（左）,-2147483648
BodyMeasurement,31003637,足関節周囲長（右）,-2147483648
BodyMeasurement,31003638,足関節周囲長（左）,-2147483648
BodyMeasurement,31003639,足背周囲長（右）,-2147483648
BodyMeasurement,31003640,足背周囲長（左）,-2147483648
BodyMeasurement,31003721,体重（透析前）(kg),-2147483648
BodyMeasurement,31003722,体重（透析前）(g),-2147483648
BodyMeasurement,31003723,体重（透析後）(kg),-2147483648
BodyMeasurement,31003724,体重（透析後）(g),-2147483648
BodyMeasurement,31003725,目標体重(kg),-2147483648
BodyMeasurement,31003726,目標体重(g),-2147483648
BodyMeasurement,31003727,体重変化量(kg),-2147483648
BodyMeasurement,31003728,体重変化量(g),-2147483648
BodyMeasurement,31006116,頭囲,-2147483648
BodyMeasurement,31006215,握力（右）,-2147483648
BodyMeasurement,31006216,握力（左）,-2147483648
BodyMeasurement,31006397,体重（前日差）,-2147483648
ClinicalStatus,active,Active,9181
ClinicalStatus,inactive,Inactive,-2147483648
ClinicalStatus,recurrence,Recurrence,-2147483648
ClinicalStatus,relapse,Relapse,-2147483648
ClinicalStatus,remission,Remission,-2147483648
ClinicalStatus,resolved,Resolved,-2147483648
ConditionCode,94365007,Metastatic colorectal cancer,3309822
ConditionCode,"1003002 ",Religious discrimination,-2147483648
ConditionCode,"1020003 ",Disease due to Nairovirus,-2147483648
ConditionCode,"1023001 ",Apneic,-2147483648
ConditionCode,"1027000 ",Biliary esophagitis,-2147483648
ConditionCode,"1031006 ",Open wound of trachea without complication,-2147483648
ConditionCode,"1033009 ",Thoracic arthritis,-2147483648
ConditionCode,"1034003 ",Mesenteric-portal fistula,-2147483648
ConditionCode,"1038000 ",Disacchariduria,-2147483648
ConditionCode,"1045000 ",Colonospasm,-2147483648
ConditionCode,"1046004 ",Ureteritis glandularis,-2147483648
ConditionCode,"1051005 ",Hyperplasia of islet alpha cells with gastrin excess,-2147483648
ConditionCode,"1055001 ",Stenosis of precerebral artery,-2147483648
ConditionCode,"1059007 ",Opisthorchiasis,-2147483648
ConditionCode,"1070000 ",Facial myokymia,-2147483648
ConditionCode,"1073003 ",Xeroderma pigmentosum group B,-2147483648
ConditionCode,"1074009 ",Glucocorticoid-responsive primary hyperaldosteronism,-2147483648
ConditionCode,"1077002 ",Septal infarction by EKG,-2147483648
ConditionCode,"1079004 ",Macular retinal cyst,-2147483648
ConditionCode,"1085006 ",Vulval candidiasis,-2147483648
ConditionCode,"1089000 ",Congenital sepsis,-2147483648
ConditionCode,"109006 ",Anxiety disorder of childhood OR adolescence,433178
ConditionCode,"1102005 ",Intraerythrocytic parasitosis by Nuttallia,-2147483648
ConditionCode,"1107004 ","Early latent syphilis, positive serology, negative cerebrospinal fluid, with relapse after treatment",-2147483648
ConditionCode,"1108009 ",Female pattern alopecia,-2147483648
ConditionCode,"1111005 ",Normal sebaceous gland activity,-2147483648
ConditionCode,"1112003 ",Degenerative disorder of eyelid,-2147483648
ConditionCode,"1116000 ",Chronic aggressive type B viral hepatitis,-2147483648
ConditionCode,"1124005 ","Postpartum period, 6 days",-2147483648
ConditionCode,"1125006 ",Septicemia during labor,-2147483648
ConditionCode,"1126007 ",Knee locking,-2147483648
ConditionCode,"1131009 ",Congenital valvular insufficiency,-2147483648
ConditionCode,"1134001 ",Muehrcke lines,-2147483648
ConditionCode,"1135000 ",Solar retinitis,-2147483648
ConditionCode,"1139006 ",Confrontation (visual) test,-2147483648
ConditionCode,"1140008 ",Thermal hypesthesia,-2147483648
ConditionCode,"1141007 ",Circumoral paresthesia,-2147483648
ConditionCode,"1145003 ",DSD - Developmental speech disorder,-2147483648
ConditionCode,"1150009 ",Congenital microcheilia,-2147483648
ConditionCode,"1151008 ",Constricted visual field,-2147483648
ConditionCode,"1152001 ",Skin reaction negative,-2147483648
ConditionCode,"1155004 ","Myocardial hypertrophy, determined by electrocardiogram",-2147483648
ConditionCode,"1156003 ",Cavitary prostatitis,-2147483648
ConditionCode,"1168007 ",Allotype,-2147483648
ConditionCode,"1184008 ","Glasgow coma scale, 10",-2147483648
ConditionCode,"1192004 ","Familial amyloid neuropathy, Finnish type",-2147483648
ConditionCode,"1194003 ","Disease condition determination, well controlled",-2147483648
ConditionCode,"1196001 ","Chronic bipolar II disorder, most recent episode major depressive",-2147483648
ConditionCode,"1197005 ",Carbuncle of heel,-2147483648
ConditionCode,"1201005 ",Benign essential hypertension,-2147483648
ConditionCode,"1203008 ",Deep third degree burn of forehead AND/OR cheek with loss of body part,-2147483648
ConditionCode,"1207009 ",Optic disc glaucomatous atrophy,-2147483648
ConditionCode,"1208004 ",Gastroptosis,-2147483648
ConditionCode,"1212005 ",Juvenile dermatomyositis,-2147483648
ConditionCode,"1214006 ",Infection by Strongyloides,-2147483648
ConditionCode,"122003 ",Choroidal hemorrhage,-2147483648
ConditionCode,"1230003 ",No diagnosis on Axis 1,-2147483648
ConditionCode,"1232006 ",Congenital articular rigidity with myopathy,-2147483648
ConditionCode,"1239002 ",Congenital anteversion of femoral neck,-2147483648
ConditionCode,"1240000 ",Lying prone,-2147483648
ConditionCode,"1259003 ",Schistosis,-2147483648
ConditionCode,"1261007 ",Multiple fractures of ribs,-2147483648
ConditionCode,"1264004 ",Injury of descending left colon without open wound into abdominal cavity,-2147483648
ConditionCode,"127009 ",Spontaneous abortion with laceration of cervix,-2147483648
ConditionCode,"1271009 ","Knuckle pads, leuconychia and deafness",-2147483648
ConditionCode,"1280009 ",Isologous chimera,-2147483648
ConditionCode,"1282001 ",Laryngeal perichondritis,-2147483648
ConditionCode,"1283006 ","Visual acuity less than .02 (1/60, count fingers 1 meter) or visual field less than 5 degrees, but better than 5.",-2147483648
ConditionCode,"1284000 ",Abnormal jaw closure,-2147483648
ConditionCode,"1286003 ",Vitamin K deficiency coagulation disorder,-2147483648
ConditionCode,"1287007 ",Congenital absence of bile duct,-2147483648
ConditionCode,"129007 ",Homoiothermia,-2147483648
ConditionCode,"1297003 ",Infection by Cladosporium carrionii,-2147483648
ConditionCode,"1308001 ",Complication of reimplant,-2147483648
ConditionCode,"1310004 ",Impaired glucose tolerance associated with genetic syndrome,-2147483648
ConditionCode,"1317001 ",Injury of ovary without open wound into abdominal cavity,-2147483648
ConditionCode,"1318006 ",Post-translational genetic protein processing,-2147483648
ConditionCode,"1323006 ",Kanamycin poisoning,-2147483648
ConditionCode,"1332008 ",Conjugated visual deviation,-2147483648
ConditionCode,"1335005 ",Peyronies disease,-2147483648
ConditionCode,"134006 ",Decreased hair growth,-2147483648
ConditionCode,"1343000 ",DTA - Deep transverse arrest,-2147483648
ConditionCode,"1345007 ",Hang nail,-2147483648
ConditionCode,"1351002 ",Iliac artery injury,-2147483648
ConditionCode,"1356007 ",Calculus of common duct with obstruction,-2147483648
ConditionCode,"1361009 ",Leucocoria,-2147483648
ConditionCode,"1363007 ",Fetal or neonatal effect of chronic maternal respiratory disease,-2147483648
ConditionCode,"1367008 ",Injury of superior mesenteric artery,-2147483648
ConditionCode,"1370007 ",Open fracture of metacarpal bone(s),-2147483648
ConditionCode,"1372004 ",Unicornate uterus,-2147483648
ConditionCode,"1376001 ",Obsessive compulsive personality disorder,-2147483648
ConditionCode,"1378000 ",Supination-eversion injury of ankle,-2147483648
ConditionCode,"1380006 ",Agoraphobia without history of panic disorder with limited symptom attacks,-2147483648
ConditionCode,"1383008 ",Hallucinogen induced mood disorder,-2147483648
ConditionCode,"1384002 ",Diffuse cholesteatosis of middle ear,-2147483648
ConditionCode,"1386000 ",Intracranial hemorrhage,-2147483648
ConditionCode,"1387009 ",Solanum nigrum poisoning,-2147483648
ConditionCode,"1388004 ",Metabolic alkalosis,-2147483648
ConditionCode,"1393001 ",Lenz-Majewski dysplasia,-2147483648
ConditionCode,"1395008 ",Complication of ultrasound therapy,-2147483648
ConditionCode,"140004 ",Chronic pharyngitis,-2147483648
ConditionCode,"1402001 ",Frightened,-2147483648
ConditionCode,"1412008 ",Anterior subcapsular polar cataract,-2147483648
ConditionCode,"1415005 ",Inflammation of lymphatics,-2147483648
ConditionCode,"1418007 ",Hypoplastic chondrodystrophy,-2147483648
ConditionCode,"1419004 ",Injury of prostate without open wound into abdominal cavity,-2147483648
ConditionCode,"1426004 ",Necrotizing glomerulonephritis,-2147483648
ConditionCode,"1427008 ",Intraspinal abscess,-2147483648
ConditionCode,"1430001 ",Intracranial hemorrhage following injury without open intracranial wound AND with prolonged loss of consciousness (more than 24 hours) without return to pre-existing level,-2147483648
ConditionCode,"144008 ",Normal peripheral vision,-2147483648
ConditionCode,"1447000 ",Icthyoparasitism,-2147483648
ConditionCode,"1469007 ",Miscarriage with urinary tract infection,-2147483648
ConditionCode,"147001 ",Superficial foreign body of scrotum without major open wound but with infection,-2147483648
ConditionCode,"1474004 ",Hypertensive heart AND renal disease complicating AND/OR reason for care during childbirth,-2147483648
ConditionCode,"1475003 ",Herpes labialis,-2147483648
ConditionCode,"1478001 ",Obliteration of lymphatic vessel,-2147483648
ConditionCode,"1479009 ",20q partial trisomy syndrome,-2147483648
ConditionCode,"1482004 ",Chalazion,-2147483648
ConditionCode,"1486001 ",Orbital congestion,-2147483648
ConditionCode,"1488000 ",PONV - Postoperative nausea and vomiting,-2147483648
ConditionCode,"1489008 ",External hordeolum,-2147483648
ConditionCode,"1492007 ",Congenital anomaly of large intestine,-2147483648
ConditionCode,"1493002 ",Acute endophthalmitis,-2147483648
ConditionCode,"1499003 ","Bipolar I disorder, single manic episode with postpartum onset",-2147483648
ConditionCode,"150003 ",Abnormal bladder continence,-2147483648
ConditionCode,"151004 ",Meningitis due to gonococcus,-2147483648
ConditionCode,"1512006 ",Congenital stricture of bile duct,-2147483648
ConditionCode,"1515008 ",Gorham disease,-2147483648
ConditionCode,"1518005 ",Splenitis,-2147483648
ConditionCode,"1519002 ",Congenital phlebectasia,-2147483648
ConditionCode,"1521007 ",Blister of buttock without infection,-2147483648
ConditionCode,"1523005 ",Clinical stage IV B,-2147483648
ConditionCode,"1525003 ",Blister of foot without infection,-2147483648
ConditionCode,"1531000 ",Nitrofuran derivative poisoning,-2147483648
ConditionCode,"1532007 ",Viral pharyngitis,-2147483648
ConditionCode,"1534008 ",Palsy of conjugate gaze,-2147483648
ConditionCode,"1538006 ",Central nervous system malformation in foetus affecting obstetrical care,-2147483648
ConditionCode,"1539003 ",Nodular tendinous disease of finger,-2147483648
ConditionCode,"1542009 ",Omphalocele with obstruction,-2147483648
ConditionCode,"1544005 ",Open dislocation of knee,-2147483648
ConditionCode,"1551001 ",Osteomyelitis of femur,-2147483648
ConditionCode,"1556006 ",Clark melanoma level 4,-2147483648
ConditionCode,"1563006 ",Protein S deficiency,-2147483648
ConditionCode,"1567007 ","Chronic gastric ulcer without hemorrhage, without perforation AND without obstruction",-2147483648
ConditionCode,"1588003 ",Heterosexual precocious puberty,-2147483648
ConditionCode,"1592005 ",Failed attempted termination of pregnancy with uremia,-2147483648
ConditionCode,"1593000 ",Infantile hemiplegia,-2147483648
ConditionCode,"160245001 ",No current problems or disability,-2147483648
ConditionCode,"1606009 ",Infection caused by Macracanthorhynchus hirudinaceus,-2147483648
ConditionCode,"1608005 ",Increased capillary permeability,-2147483648
ConditionCode,"162004 ",Severe manic bipolar I disorder without psychotic features,-2147483648
ConditionCode,"1639007 ",Abnormality of organs AND/OR soft tissues of pelvis affecting pregnancy,-2147483648
ConditionCode,"1647007 ",Primaquine poisoning,-2147483648
ConditionCode,"1648002 ",Lymphocytic pseudotumor of lung,-2147483648
ConditionCode,"165002 ",Accident-prone,-2147483648
ConditionCode,"1654001 ",Steroid-induced glaucoma,-2147483648
ConditionCode,"1657008 ",Toxic effect of phosdrin,-2147483648
ConditionCode,"1658003 ","Closed fracture clavicle, lateral end",-2147483648
ConditionCode,"1663004 ",Tumor grade G2,-2147483648
ConditionCode,"1667003 ",Early fontanel closure,-2147483648
ConditionCode,"1670004 ",Cerebral hemiparesis,-2147483648
ConditionCode,"1671000 ",Sago spleen,-2147483648
ConditionCode,"1674008 ",Meesman's epithelial corneal dystrophy,-2147483648
ConditionCode,"1679003 ",Arthritis associated with another disorder,-2147483648
ConditionCode,"168000 ",Typhlolithiasis,-2147483648
ConditionCode,"1682008 ",Transitory amino acid metabolic disorder,-2147483648
ConditionCode,"1685005 ",Rat-bite fever,-2147483648
ConditionCode,"1686006 ","Sedative, hypnotic AND/OR anxiolytic-induced anxiety disorder",-2147483648
ConditionCode,"1694004 ",Accessory lobe of lung,-2147483648
ConditionCode,"1698001 ",Ulcer of bile duct,-2147483648
ConditionCode,"1703007 ",Increased leg circumference,-2147483648
ConditionCode,"1705000 ",Closed fracture of base of neck of femur,-2147483648
ConditionCode,"1708003 ",Open dislocation of clavicle,-2147483648
ConditionCode,"171008 ",Injury of ascending right colon without open wound into abdominal cavity,-2147483648
ConditionCode,"1714005 ",Photokeratitis,-2147483648
ConditionCode,"1717003 ",Guttate hypomelanosis,-2147483648
ConditionCode,"172001 ",Endometritis following molar AND/OR ectopic pregnancy,-2147483648
ConditionCode,"1723008 ",Urethral stricture due to schistosomiasis,-2147483648
ConditionCode,"1724002 ",Infection caused by Crenosoma,-2147483648
ConditionCode,"1734006 ",Fracture of vertebral column with spinal cord injury,-2147483648
ConditionCode,"1735007 ",Thrill,-2147483648
ConditionCode,"1739001 ",Occipital fracture,-2147483648
ConditionCode,"1742007 ",Female hypererotism,-2147483648
ConditionCode,"1744008 ",Connation of teeth,-2147483648
ConditionCode,"1748006 ",Thrombophlebitis of deep femoral vein,-2147483648
ConditionCode,"175004 ",Supraorbital neuralgia,-2147483648
ConditionCode,"1755008 ",Healed coronary,-2147483648
ConditionCode,"1761006 ",Biliary cirrhosis,-2147483648
ConditionCode,"1763009 ",Stromal keratitis,-2147483648
ConditionCode,"1767005 ",Fisher syndrome,-2147483648
ConditionCode,"1769008 ",Thoracodidymus,-2147483648
ConditionCode,"177007 ",Poisoning by sawfly larvae,-2147483648
ConditionCode,"1771008 ",Insulin biosynthesis defect,-2147483648
ConditionCode,"1776003 ",RTA - Renal tubular acidosis,-2147483648
ConditionCode,"1777007 ",Increased molecular dissociation,-2147483648
ConditionCode,"1778002 ",Malocclusion due to abnormal swallowing,-2147483648
ConditionCode,"1779005 ",OFD II - Orofacial-digital syndrome II,-2147483648
ConditionCode,"179005 ",Apraxia of dressing,-2147483648
ConditionCode,"1794009 ",Idiopathic corneal edema,-2147483648
ConditionCode,"181007 ",Hemorrhagic bronchopneumonia,-2147483648
ConditionCode,"1816003 ","Panic disorder with agoraphobia, severe agoraphobic avoidance AND mild panic attacks",-2147483648
ConditionCode,"1821000 ",Chemoreceptor apnea,-2147483648
ConditionCode,"1822007 ",Impaired glucose tolerance associated with pancreatic disease,-2147483648
ConditionCode,"1824008 ",Allergic gastritis,-2147483648
ConditionCode,"1826005 ",Granuloma of lip,-2147483648
ConditionCode,"1828006 ",Infestation caused by Gasterophilus hemorrhoidalis,-2147483648
ConditionCode,"1829003 ",Microcephalus,-2147483648
ConditionCode,"183005 ",Autoimmune pancytopenia,-2147483648
ConditionCode,"1833005 ",Phacoanaphylactic endophthalmitis,-2147483648
ConditionCode,"1835003 ",Necrosis of pancreas,-2147483648
ConditionCode,"1837006 ",Orciprenaline poisoning,-2147483648
ConditionCode,"184004 ",Withdrawal arrhythmia,-2147483648
ConditionCode,"1845001 ",Paraparesis,-2147483648
ConditionCode,"1847009 ",Endophthalmitis,-2147483648
ConditionCode,"1848004 ",Poisoning caused by gaseous anesthetic,-2147483648
ConditionCode,"1852004 ",Traumatic injury of sixth cranial nerve,-2147483648
ConditionCode,"1855002 ",Developmental academic disorder,-2147483648
ConditionCode,"1856001 ",Accessory nose,-2147483648
ConditionCode,"1857005 ",Congenital rubella syndrome,-2147483648
ConditionCode,"1858000 ",Infection caused by Stilesia globipunctata,-2147483648
